"Timestamp","Yaşınız","İl","Kaç Yıldır Araba Kullanıyorsunuz","Ne Zamandır T10X kullanıyorsunuz?","T10X İlk Arabanız Mı?","Yıl","Ay","Renk","Yazılım","Model","Kaç KM yol yaptınız?  ","T10X'in yanısıra içten yanmalı aracım da var. nolur nolmaz.","İlk Sahibiyim","T10X ile Uzun Yol Yaptınız Mı?","Yine elektrikli araç alırım","Yine TOGG alırım","T10F Bekliyorum","Çoğunlukla Aksesuarda şarj ederim","Çoğunlukla ... kadar şarj ederim","Çoğunlukla AC/DC şarj ediyorum.","Çoğunlukla Evden Şarj Ederim","T10X'den memnunum","Neden T10X Aldınız","T10X'i tasarımını beğeniyorum.","T10X'i konforlu buluyorum.","T10X'in içinde güvende hissediyorum.","T10X'in kullanımını kolay buluyorum.","T10X'in şarj tüketiminden memnunum.","T10X'in menzilinden memnunum.","Servis ağını yeterli buluyorum.","Gez uygulamasından memnunum.","Uygulama çeşitliliğini yeterli buluyorum.","Bir yakınıma tavsiye ederim.","Arıza Sebebiyle Yolda Kaldınız mı? ","Bir hata, arızadan dolayı kaç kere servise gitmeniz gerekti?","Arabam Serviste Toplam ... Kadar Kaldı","Servise bir kere gittikten sonra aynı sorun tekrar etti mi?","Bir Arızadan Dolayı Telefon ile destek almanız gerekti mi?","Ne sıklıkla DTC Reset, Yeniden Başlat yapmanız gerekiyor?","Hiç Sinyal Hatası aldınız mı?","Rahatsız Eden Trim Sesleri Var Mı?","Vites Geçişinde Sorun Yaşıyorum","Direksiyonu Çevirince Aracım Gacur Gucur Ediyor.","ESA aldım.","Ses Düzeyi, Cızırtı Sorunu Yaşadım","Ekran Gelmeme Sorunu Yaşadım","Durduk Yere Çalan Alarm Sorunu Yaşadım","Araba uyumadığı için şarjımın azaldığı oldu.","Yüksek Hızda Şarj Olmama Sorunu Yaşadım.","Daha Önce Bataryanız Değişti Mi?","Belirtmek istediğiniz başka sorunlar yaşadıysanız, buyrun","Varsa eklemek istediğiniz yazabilirsiniz."
"2025/07/24 3:04:53 am GMT+3","36-45","34 - İstanbul","10 Yıl+","12-24 Ay","Hayır","2024","nisan","Kula","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80-90","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","9","9","8","8","6","7","1","7","4","8","hayır","0","2 Ay","hayır","hayır","ayda bir falan","hayır almadım","1'den çok yerden geliyor","hayır, hiç","evet","zaman zaman","nadiren, 1-2 kez","nadiren, 1-2 kez","sık sık","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 3:08:48 am GMT+3","18-25","01 - Adana","1 Yıldan Az","12-24 Ay","Hayır","2024","şubat","Kapadokya","1.5 26","V2 Long Range","50,000 - 100,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","evet","Hayır, Beklemede.","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","5","5","7","7","1","2","1","1","1","3","hayır","1-3","1 Ay","hayır","evet","haftada bir yaparım en az, nolur nolmaz","zaman zaman","1 yerden geliyor","sık sık","fark etmedim","sık sık","zaman zaman","zaman zaman","nadiren, 1-2 kez","zaman zaman","bilmiyorum","hayır değişmedi","",""
"2025/07/24 3:11:38 am GMT+3","36-45","59 - Tekirdağ","10 Yıl+","6-12 Ay","Hayır","2024","kasım","Ayder","1.5 24","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Evet","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","10","10","10","10","8","9","3","3","8","9","hayır","1-3","1 Ay","evet","evet","ayda bir falan","hayır almadım","1 yerden geliyor","zaman zaman","fark etmedim","zaman zaman","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","evet","evet değişti","",""
"2025/07/24 3:12:44 am GMT+3","26-35","71 - Kırıkkale","10 Yıl+","6-12 Ay","Hayır","2024","kasım","Ayder","1.5 24","V2 Long Range","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Evet","80-90","DC","Hayır, istasyondan","evet, iyiki almışım","Finansman Desteği / Makul Fiyat","10","10","10","10","7","7","8","8","7","9","hayır","0","0","","evet","birkaç ayda bir","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","hayır, nereden çıktı","hayır almadım","hayır, hiç","nadiren, 1-2 kez","zaman zaman","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 3:34:17 am GMT+3","26-35","06 - Ankara","10 Yıl+","6-12 Ay","Hayır","2024","kasım","Gemlik","1.5 24","V2 Long Range","10,000 - 20,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","evet","Hayır, Beklemede.","80-90","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","7","8","9","5","6","6","2","3","2","5","hayır","1","0","hayır","hayır","birkaç ayda bir","nadiren, 1-2 kez","1 yerden geliyor","nadiren, 1-2 kez","hayır, nereden çıktı","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır","hayır değişmedi","",""
"2025/07/24 4:37:04 am GMT+3","36-45","20 - Denizli","1-3 Yıl","12-24 Ay","Evet","2024","haziran","Gemlik","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80'e kadar","AC","Evet","evet, iyiki almışım","Elektrikli olduğu için","10","10","10","10","7","8","4","1","1","10","hayır","0","0","hayır","evet","birkaç ayda bir","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","evet","hayır almadım","hayır, hiç","nadiren, 1-2 kez","zaman zaman","nadiren, 1-2 kez","hayır","hayır değişmedi","",""
"2025/07/24 5:01:17 am GMT+3","36-45","27 - Gaziantep","10 Yıl+","12-24 Ay","Hayır","2023","kasım","Gemlik","1.5 26","V2 Long Range","10,000 - 20,000","Evet","Evet","Evet","bi daha asla elektrikli almam","sorunlar giderilirse, düşünebilirim.","hayır","Evet","80-90","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","8","8","5","4","3","1","1","1","2","1","hayır","1","0","hayır","evet","hiç yapmadım","hayır almadım","1 yerden geliyor","hayır, hiç","evet","zaman zaman","zaman zaman","zaman zaman","sık sık","zaman zaman","hayır","hayır değişmedi","","Servis ağını mutlaka genişletmeniz gerekiyor gaziantepte yaşıyorum servis olmadıgından en az 5-6 arkadaşım almaktan vazgeçti"
"2025/07/24 5:44:19 am GMT+3","36-45","44 - Malatya","10 Yıl+","12-24 Ay","Hayır","2023","aralık","Kula","1.5 24","V2 Standart","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Elektrikli olduğu için","9","9","9","7","5","1","1","2","3","2","hayır","1-3","0","hayır","evet","birkaç ayda bir","hayır almadım","1'den çok yerden geliyor","zaman zaman","evet","zaman zaman","zaman zaman","zaman zaman","hayır, hiç","hayır, hiç","evet","hayır değişmedi","",""
"2025/07/24 7:09:23 am GMT+3","36-45","06 - Ankara","10 Yıl+","12-24 Ay","Hayır","2023","ekim","Kula","1.5 24","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","bi daha asla almam","hayır","Hayır, Beklemede.","80'e kadar","AC","Evet","çok sorun çıkardı, keşke almasaydım","Yerli olduğu için","6","7","8","1","3","8","1","1","1","1","evet","5+","2 Aydan Fazla","evet","evet","ayda bir falan","zaman zaman","1'den çok yerden geliyor","sık sık","evet","sık sık","sık sık","sık sık","sık sık","hayır, hiç","evet","evet değişti","Servis",""
"2025/07/24 7:18:01 am GMT+3","36-45","55 - Samsun","10 Yıl+","6-12 Ay","Hayır","2024","eylül","Kula","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","İkinci El Aldım","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Elektrikli olduğu için","9","7","8","7","7","7","4","5","7","7","hayır","1-3","1 Aydan Az","evet","hayır","birkaç ayda bir","zaman zaman","1 yerden geliyor","nadiren, 1-2 kez","evet","nadiren, 1-2 kez","sık sık","nadiren, 1-2 kez","zaman zaman","hayır, hiç","evet","hayır değişmedi","Hala ses gidiyor aracta bir süre sonra geri geliyor",""
"2025/07/24 7:29:26 am GMT+3","26-35","34 - İstanbul","10 Yıl+","12-24 Ay","Hayır","2023","ekim","Kapadokya","1.5 26","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Elektrikli olduğu için","9","8","8","7","7","6","2","1","3","5","evet","5+","2 Ay","evet","evet","ayda bir falan","zaman zaman","1 yerden geliyor","nadiren, 1-2 kez","evet","zaman zaman","nadiren, 1-2 kez","zaman zaman","sık sık","zaman zaman","evet","hayır değişmedi","Sağa çekme sorunundan bahsetmemişsiniz bence ankete ekleyin çünkü özellikle eski üretim olan araçların çoğunda sağa çekme problemi var","Servisteki yoğunlukla alakalı da forma madde eklenmeli"
"2025/07/24 7:29:30 am GMT+3","26-35","34 - İstanbul","10 Yıl+","12-24 Ay","Hayır","2024","şubat","Kapadokya","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","evet","Hayır, Beklemede.","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Elektrikli olduğu için","8","10","10","8","6","7","1","1","1","5","hayır","1-3","1 Aydan Az","evet","evet","birkaç ayda bir","zaman zaman","1'den çok yerden geliyor","hayır, hiç","evet","zaman zaman","nadiren, 1-2 kez","zaman zaman","zaman zaman","hayır, hiç","hayır","hayır değişmedi","80 kW Üstü sarj akiyorum ama DC sarj kesme sorunu yasiyorum",""
"2025/07/24 7:30:43 am GMT+3","36-45","34 - İstanbul","10 Yıl+","6-12 Ay","Hayır","2024","eylül","Oltu","1.5 24","V2 Long Range","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","80-90","DC","Hayır, istasyondan","evet, iyiki almışım","Finansman Desteği / Makul Fiyat","8","9","9","6","7","7","1","1","1","8","hayır","1","0","hayır","hayır","birkaç ayda bir","hayır almadım","hayır, varsa da fark etmedim","sık sık","evet","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","zaman zaman","nadiren, 1-2 kez","hayır","hayır değişmedi","",""
"2025/07/24 7:33:51 am GMT+3","26-35","06 - Ankara","1 Yıldan Az","1 Aydan Az","Hayır","2025","temmuz","Kula","1.5 26","V2 Standart","0 - 1,000","Hayır","Evet","Hayır","bi daha asla elektrikli almam","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80-90","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","9","8","10","8","8","9","5","5","8","7","hayır","0","0","","evet","hiç yapmadım","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","evet","hayır almadım","hayır, hiç","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 7:46:27 am GMT+3","18-25","35 - İzmir","1-3 Yıl","12-24 Ay","Hayır","2023","eylül","Kula","1.5 26","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","evet","Hayır, Beklemede.","80'e kadar","AC","Evet","evet, iyiki almışım","Finansman Desteği / Makul Fiyat","7","5","8","8","3","4","2","1","1","3","evet","3-5","2 Aydan Fazla","hayır","evet","birkaç ayda bir","nadiren, 1-2 kez","1'den çok yerden geliyor","hayır, hiç","evet","zaman zaman","zaman zaman","nadiren, 1-2 kez","nadiren, 1-2 kez","zaman zaman","evet","evet değişti","",""
"2025/07/24 7:47:01 am GMT+3","36-45","34 - İstanbul","10 Yıl+","6-12 Ay","Hayır","2025","nisan","Ayder","1.5 24","V2 Long Range","10,000 - 20,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80'e kadar","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","6","7","7","7","7","7","3","1","1","4","hayır","0","0","","hayır","birkaç ayda bir","nadiren, 1-2 kez","hayır, varsa da fark etmedim","zaman zaman","evet","nadiren, 1-2 kez","sık sık","zaman zaman","zaman zaman","nadiren, 1-2 kez","hayır","hayır değişmedi","",""
"2025/07/24 7:50:57 am GMT+3","26-35","06 - Ankara","10 Yıl+","12-24 Ay","Hayır","2023","eylül","Kapadokya","1.5 24","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80-90","AC","Evet","evet, iyiki almışım","Finansman Desteği / Makul Fiyat","10","10","10","8","9","9","6","4","4","9","hayır","0","0","hayır","evet","birkaç ayda bir","hayır almadım","hayır, varsa da fark etmedim","nadiren, 1-2 kez","evet","hayır almadım","hayır, hiç","nadiren, 1-2 kez","zaman zaman","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 7:52:42 am GMT+3","26-35","06 - Ankara","1-3 Yıl","12-24 Ay","Evet","2024","nisan","Kapadokya","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","evet","Evet","80-90","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","10","10","9","7","7","7","6","1","1","5","hayır","1-3","1 Aydan Az","hayır","evet","birkaç ayda bir","hayır almadım","1 yerden geliyor","nadiren, 1-2 kez","evet","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 8:02:31 am GMT+3","36-45","34 - İstanbul","10 Yıl+","2 Yıl +","Hayır","2023","temmuz","Gemlik","1.5 26","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80'e kadar","AC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","8","8","8","8","8","8","1","1","1","3","hayır","3-5","2 Aydan Fazla","evet","evet","birkaç ayda bir","hayır almadım","1'den çok yerden geliyor","nadiren, 1-2 kez","evet","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","evet","evet değişti","","Tek sorun servislerin yetersizliği ve umursamazlığıdır.yoksa 2 yaşında bir markanın bu hatalarının hepsi sineye çekilebilirdi."
"2025/07/24 8:21:51 am GMT+3","36-45","55 - Samsun","10 Yıl+","12-24 Ay","Hayır","2023","aralık","Gemlik","1.5 26","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","80-90","AC","Evet","evet, iyiki almışım","Elektrikli olduğu için","7","7","8","9","5","5","5","1","1","8","hayır","0","0","evet","evet","hiç yapmadım","hayır almadım","1'den çok yerden geliyor","hayır, hiç","hayır, nereden çıktı","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","evet","hayır değişmedi","",""
"2025/07/24 8:22:02 am GMT+3","18-25","34 - İstanbul","3-10 Yıl","12-24 Ay","Hayır","2023","aralık","Gemlik","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","80'e kadar","AC","Evet","evet, iyiki almışım","Yerli olduğu için","10","10","10","7","7","8","5","7","6","9","hayır","1","0","hayır","evet","birkaç ayda bir","hayır almadım","1 yerden geliyor","hayır, hiç","hayır, nereden çıktı","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 8:31:56 am GMT+3","36-45","06 - Ankara","10 Yıl+","12-24 Ay","Hayır","2024","haziran","Anadolu","1.5 26","V2 Long Range","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Evet","90-100","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","8","8","5","5","6","6","1","1","1","3","hayır","3-5","1 Ay","evet","evet","birkaç ayda bir","zaman zaman","1'den çok yerden geliyor","nadiren, 1-2 kez","evet","zaman zaman","nadiren, 1-2 kez","zaman zaman","zaman zaman","nadiren, 1-2 kez","evet","hayır değişmedi","",""
"2025/07/24 8:40:50 am GMT+3","36-45","50 - Nevşehir","10 Yıl+","12-24 Ay","Hayır","2024","şubat","Kula","1.5 26","V2 Long Range","20,000 - 50,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","10","10","10","8","8","8","4","6","5","8","hayır","1","0","evet","evet","birkaç ayda bir","hayır almadım","1 yerden geliyor","nadiren, 1-2 kez","hayır, nereden çıktı","zaman zaman","nadiren, 1-2 kez","zaman zaman","zaman zaman","hayır, hiç","evet","hayır değişmedi","",""
"2025/07/24 8:42:05 am GMT+3","26-35","34 - İstanbul","10 Yıl+","6-12 Ay","Hayır","2024","aralık","Kapadokya","1.5 24","V2 Long Range","10,000 - 20,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80-90","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","8","10","10","9","7","5","1","1","1","7","hayır","1","1 Aydan Az","evet","evet","ayda bir falan","hayır almadım","hayır, varsa da fark etmedim","zaman zaman","hayır, nereden çıktı","zaman zaman","hayır, hiç","nadiren, 1-2 kez","zaman zaman","nadiren, 1-2 kez","evet","hayır değişmedi","Bluetooth bağlantı sorunu (telefonla konuşabiliyorum fakat sesleri arabadan dinleyemiyorum) ",""
"2025/07/24 9:00:36 am GMT+3","36-45","54 - Sakarya","10 Yıl+","6-12 Ay","Hayır","2024","aralık","Kula","1.5 24","V2 Long Range","1,000 - 10,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","evet","Evet","80-90","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","9","9","10","8","7","7","5","1","5","6","hayır","0","0","","hayır","ayda bir falan","nadiren, 1-2 kez","1 yerden geliyor","zaman zaman","fark etmedim","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","zaman zaman","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 9:37:34 am GMT+3","36-45","78 - Karabük","10 Yıl+","1-6 Ay","Hayır","2025","ocak","Anadolu","1.5 26","V2 Long Range","1,000 - 10,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Elektrikli olduğu için","9","9","7","7","7","7","3","3","7","7","hayır","0","0","","hayır","ayda bir falan","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","fark etmedim","zaman zaman","hayır, hiç","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","bilmiyorum","hayır değişmedi","",""
"2025/07/24 10:13:38 am GMT+3","36-45","16 - Bursa","10 Yıl+","12-24 Ay","Hayır","2024","mart","Kula","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","90-100","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Elektrikli olduğu için","9","7","10","9","8","8","1","6","5","8","hayır","3-5","1 Aydan Az","evet","hayır","birkaç ayda bir","nadiren, 1-2 kez","1'den çok yerden geliyor","nadiren, 1-2 kez","fark etmedim","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","zaman zaman","nadiren, 1-2 kez","hayır","hayır değişmedi","",""
"2025/07/24 11:27:51 am GMT+3","36-45","34 - İstanbul","10 Yıl+","1-6 Ay","Hayır","2024","mayıs","Kapadokya","1.5 26","V2 Long Range","1,000 - 10,000","Evet","İkinci El Aldım","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Evet","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Konforlu Olduğu İçin","7","10","9","3","6","6","2","5","5","9","hayır","0","0","","hayır","birkaç ayda bir","hayır almadım","1 yerden geliyor","hayır, hiç","fark etmedim","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","sık sık","hayır, hiç","hayır","hayır değişmedi","","Yazılım sorunlarının giderilmesini istiyorum. Uygulama üzerinden klimanın yönetilebilmesini istiyorum "
"2025/07/24 11:32:56 am GMT+3","45+","35 - İzmir","10 Yıl+","12-24 Ay","Hayır","2023","kasım","Kapadokya","1.5 26","V2 Long Range","50,000 - 100,000","Evet","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Hayır, Beklemede.","80'e kadar","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","8","9","9","9","7","7","6","4","2","8","hayır","3-5","1 Aydan Az","evet","evet","birkaç ayda bir","hayır almadım","1 yerden geliyor","zaman zaman","hayır, nereden çıktı","zaman zaman","nadiren, 1-2 kez","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","evet","evet değişti","-anahtar çalışmama/ hazır modda uzaktan kilitlememe
-sağ kapıdan kilitlenmeme (servise gidecek)
-cam krikosu sesi, takılıp geri açılması
",""
"2025/07/24 11:34:32 am GMT+3","45+","39 - Kırklareli","10 Yıl+","12-24 Ay","Evet","2024","mayıs","Kula","1.5 26","V2 Long Range","1,000 - 10,000","Evet","Evet","Hayır","evet, kesinlikle elektrikli alırım","evet, alabilirim","hayır","Evet","90-100","DC","Hayır, istasyondan","evet, iyiki almışım","SUV olduğu için","10","9","9","10","8","8","2","6","5","8","hayır","0","0","","evet","birkaç ayda bir","hayır almadım","1 yerden geliyor","hayır, hiç","hayır, nereden çıktı","nadiren, 1-2 kez","hayır, hiç","hayır, hiç","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 12:18:00 pm GMT+3","45+","06 - Ankara","10 Yıl+","6-12 Ay","Hayır","2024","ekim","Pamukkale","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Yerli olduğu için","10","10","10","10","10","8","1","2","5","9","evet","1-3","1 Aydan Az","evet","evet","ayda bir falan","nadiren, 1-2 kez","1'den çok yerden geliyor","hayır, hiç","fark etmedim","zaman zaman","zaman zaman","zaman zaman","sık sık","zaman zaman","hayır","hayır değişmedi","Aracın ufak tefek de olsa sorunlarını görmüyorum, fakat servisle ilgili sorunlar kabul edilemez. Hem yetersiz hem tecrübesiz eleman ve hem de herşey satın alıncaya kadar... Allah servise düşürmesin diye dua ediyorum. Servisle ilgili sorunları iletebilecegimiz muhatap yok.","Elinize emeğinize sağlık. Inşaallah bir katkım olmuştur..."
"2025/07/24 12:19:18 pm GMT+3","45+","20 - Denizli","10 Yıl+","12-24 Ay","Hayır","2023","ekim","Pamukkale","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","İkinci El Aldım","Evet","bi daha asla elektrikli almam","sorunlar giderilirse, düşünebilirim.","hayır","Evet","80-90","DC","Hayır, istasyondan","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Elektrikli olduğu için","8","8","3","9","2","3","1","1","10","1","evet","3-5","1 Ay","evet","evet","ayda bir falan","hayır almadım","hayır, varsa da fark etmedim","hayır, hiç","hayır, nereden çıktı","zaman zaman","sık sık","zaman zaman","zaman zaman","nadiren, 1-2 kez","evet","evet değişti","",""
"2025/07/24 12:27:47 pm GMT+3","45+","34 - İstanbul","10 Yıl+","12-24 Ay","Hayır","2024","mayıs","Gemlik","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","evet, alabilirim","evet","Hayır, Beklemede.","80'e kadar","AC","Hayır, istasyondan","evet, iyiki almışım","Yerli olduğu için","7","8","9","7","7","6","3","3","5","10","hayır","0","1 Aydan Az","hayır","hayır","haftada bir yaparım en az, nolur nolmaz","nadiren, 1-2 kez","1 yerden geliyor","nadiren, 1-2 kez","evet","nadiren, 1-2 kez","hayır, hiç","nadiren, 1-2 kez","nadiren, 1-2 kez","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 1:00:09 pm GMT+3","26-35","16 - Bursa","10 Yıl+","12-24 Ay","Hayır","2024","haziran","Kapadokya","1.5 26","V2 Long Range","20,000 - 50,000","Hayır","Evet","Evet","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Hayır, Beklemede.","80-90","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Finansman Desteği / Makul Fiyat","8","9","9","8","6","6","1","1","6","5","evet","3-5","1 Aydan Az","evet","evet","ayda bir falan","zaman zaman","1'den çok yerden geliyor","nadiren, 1-2 kez","evet","zaman zaman","zaman zaman","nadiren, 1-2 kez","zaman zaman","hayır, hiç","hayır","hayır değişmedi","",""
"2025/07/24 1:09:12 pm GMT+3","26-35","34 - İstanbul","3-10 Yıl","12-24 Ay","Hayır","2023","kasım","Kula","1.5 24","V2 Standart","10,000 - 20,000","Hayır","İkinci El Aldım","Hayır","evet, kesinlikle elektrikli alırım","sorunlar giderilirse, düşünebilirim.","hayır","Evet","90-100","AC","Evet","arada can sıkıyor ama ufak tefek şeyler, genel olarak memnunum","Elektrikli olduğu için","10","10","5","5","5","6","4","1","2","7","evet","1-3","1 Aydan Az","evet","evet","ayda bir falan","nadiren, 1-2 kez","1 yerden geliyor","hayır, hiç","hayır, nereden çıktı","zaman zaman","zaman zaman","zaman zaman","zaman zaman","zaman zaman","hayır","hayır değişmedi","",""
